"NoCom";"CodeCli";"NoEmp";"DateCom";"ALivAvant";"DateEnv";"NoMess";"Port";"Destinataire";"AdrLiv";"VilleLiv";"RegionLiv";"CodepostalLiv";"PaysLiv"
10522;"LEHMS";4;31/5/1995 00:00:00;28/6/1995 00:00:00;6/6/1995 00:00:00;1;227;"Lehmanns Marktstand";"Magazinweg 7";"Frankfurt a.M. ";;"60528";"Allemagne"
10523;"SEVES";7;1/6/1995 00:00:00;29/6/1995 00:00:00;30/6/1995 00:00:00;2;388;"Seven Seas Imports";"90 Wadhurst Rd.";"London";;"OX15 4NB";"Royaume-Uni"
10524;"BERGS";1;1/6/1995 00:00:00;29/6/1995 00:00:00;7/6/1995 00:00:00;2;1224;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suède"
10525;"BONAP";1;2/6/1995 00:00:00;30/6/1995 00:00:00;23/6/1995 00:00:00;2;55;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"France"
10526;"WARTH";4;5/6/1995 00:00:00;3/7/1995 00:00:00;15/6/1995 00:00:00;2;293;"Wartian Herkku";"Torikatu 38";"Oulu";;"90110";"Finlande"
10527;"QUICK";7;5/6/1995 00:00:00;3/7/1995 00:00:00;7/6/1995 00:00:00;1;210;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10528;"GREAL";6;6/6/1995 00:00:00;20/6/1995 00:00:00;9/6/1995 00:00:00;2;17;"Great Lakes Food Market";"2732 Baker Blvd.";"Eugene";"OR";"97403";"Etats-Unis"
10529;"MAISD";5;7/6/1995 00:00:00;5/7/1995 00:00:00;9/6/1995 00:00:00;2;333;"Maison Dewey";"Rue Joseph-Bens 532";"Bruxelles";;"B-1180";"Belgique"
10530;"PICCO";3;8/6/1995 00:00:00;6/7/1995 00:00:00;12/6/1995 00:00:00;2;1696;"Piccolo und mehr";"Geislweg 14";"Salzburg";;"5020";"Autriche"
10531;"OCEAN";7;8/6/1995 00:00:00;6/7/1995 00:00:00;19/6/1995 00:00:00;1;41;"Océano Atlántico Ltda.";"Ing. Gustavo Moncada 8585
Piso 20-A";"Buenos Aires";;"1010";"Argentine"
10532;"EASTC";7;9/6/1995 00:00:00;7/7/1995 00:00:00;12/6/1995 00:00:00;1;372;"Eastern Connection";"35 King George";"London";;"WX3 6FW";"Royaume-Uni"
10533;"FOLKO";8;12/6/1995 00:00:00;10/7/1995 00:00:00;22/6/1995 00:00:00;1;940;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suède"
10534;"LEHMS";8;12/6/1995 00:00:00;10/7/1995 00:00:00;14/6/1995 00:00:00;2;140;"Lehmanns Marktstand";"Magazinweg 7";"Frankfurt a.M. ";;"60528";"Allemagne"
10535;"ANTON";4;13/6/1995 00:00:00;11/7/1995 00:00:00;21/6/1995 00:00:00;1;78;"Antonio Moreno Taquería";"Mataderos  2312";"México D.F.";;"05023";"Mexique"
10536;"LEHMS";3;14/6/1995 00:00:00;12/7/1995 00:00:00;7/7/1995 00:00:00;2;294;"Lehmanns Marktstand";"Magazinweg 7";"Frankfurt a.M. ";;"60528";"Allemagne"
10537;"RICSU";1;14/6/1995 00:00:00;28/6/1995 00:00:00;19/6/1995 00:00:00;1;394;"Richter Supermarkt";"Starenweg 5";"Genève";;"1204";"Suisse"
10538;"BSBEV";9;15/6/1995 00:00:00;13/7/1995 00:00:00;16/6/1995 00:00:00;1;24;"B's Beverages";"Fauntleroy Circus";"London";;"EC2 5NT";"Royaume-Uni"
10539;"BSBEV";6;16/6/1995 00:00:00;14/7/1995 00:00:00;23/6/1995 00:00:00;1;62;"B's Beverages";"Fauntleroy Circus";"London";;"EC2 5NT";"Royaume-Uni"
10540;"QUICK";3;19/6/1995 00:00:00;17/7/1995 00:00:00;14/7/1995 00:00:00;1;5038;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10541;"HANAR";2;19/6/1995 00:00:00;17/7/1995 00:00:00;29/6/1995 00:00:00;1;343;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brésil"
10542;"KOENE";1;20/6/1995 00:00:00;18/7/1995 00:00:00;26/6/1995 00:00:00;1;55;"Königlich Essen";"Maubelstr. 90";"Brandenburg";;"14776";"Allemagne"
10543;"LILAS";8;21/6/1995 00:00:00;19/7/1995 00:00:00;23/6/1995 00:00:00;2;241;"LILA-Supermercado";"Carrera 52 con Ave. Bolívar #65-98 Llano Largo";"Barquisimeto";"Lara";"3508";"Venezuela"
10544;"LONEP";4;21/6/1995 00:00:00;19/7/1995 00:00:00;30/6/1995 00:00:00;1;125;"Lonesome Pine Restaurant";"89 Chiaroscuro Rd.";"Portland";"OR";"97219";"Etats-Unis"
10545;"LAZYK";8;22/6/1995 00:00:00;20/7/1995 00:00:00;27/7/1995 00:00:00;2;60;"Lazy K Kountry Store";"12 Orchestra Terrace";"Walla Walla";"WA";"99362";"Etats-Unis"
10546;"VICTE";1;23/6/1995 00:00:00;21/7/1995 00:00:00;27/6/1995 00:00:00;1;974;"Victuailles en stock";"2, rue du Commerce";"Lyon";;"69004";"France"
10547;"SEVES";3;23/6/1995 00:00:00;21/7/1995 00:00:00;3/7/1995 00:00:00;2;892;"Seven Seas Imports";"90 Wadhurst Rd.";"London";;"OX15 4NB";"Royaume-Uni"
10548;"TOMSP";3;26/6/1995 00:00:00;24/7/1995 00:00:00;3/7/1995 00:00:00;2;7;"Toms Spezialitäten";"Luisenstr. 48";"Münster";;"44087";"Allemagne"
10549;"QUICK";5;27/6/1995 00:00:00;11/7/1995 00:00:00;30/6/1995 00:00:00;1;856;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10550;"GODOS";7;28/6/1995 00:00:00;26/7/1995 00:00:00;7/7/1995 00:00:00;1;22;"Godos Cocina Típica";"C/ Romero, 33";"Sevilla";;"41101";"Espagne"
10551;"FURIB";4;28/6/1995 00:00:00;9/8/1995 00:00:00;7/7/1995 00:00:00;1;365;"Furia Bacalhau e Frutos do Mar";"Jardim das rosas n. 32";"Lisboa";;"1675";"Portugal"
10552;"HILAA";2;29/6/1995 00:00:00;27/7/1995 00:00:00;6/7/1995 00:00:00;1;416;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10553;"WARTH";2;30/6/1995 00:00:00;28/7/1995 00:00:00;4/7/1995 00:00:00;2;747;"Wartian Herkku";"Torikatu 38";"Oulu";;"90110";"Finlande"
10554;"OTTIK";4;30/6/1995 00:00:00;28/7/1995 00:00:00;6/7/1995 00:00:00;1;605;"Ottilies Käseladen";"Mehrheimerstr. 369";"Köln";;"50739";"Allemagne"
10555;"SAVEA";6;3/7/1995 00:00:00;31/7/1995 00:00:00;5/7/1995 00:00:00;1;1262;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10556;"SIMOB";2;4/7/1995 00:00:00;15/8/1995 00:00:00;14/7/1995 00:00:00;1;49;"Simons bistro";"Vinbæltet 34";"København";;"1734";"Danemark"
10557;"LEHMS";9;4/7/1995 00:00:00;18/7/1995 00:00:00;7/7/1995 00:00:00;2;484;"Lehmanns Marktstand";"Magazinweg 7";"Frankfurt a.M. ";;"60528";"Allemagne"
10558;"AROUT";1;5/7/1995 00:00:00;2/8/1995 00:00:00;11/7/1995 00:00:00;2;365;"Around the Horn";"Brook Farm
Stratford St. Mary";"Colchester";"Essex";"CO7 6JX";"Royaume-Uni"
10559;"BLONP";6;6/7/1995 00:00:00;3/8/1995 00:00:00;14/7/1995 00:00:00;1;40;"Blondel père et fils";"24, place Kléber";"Strasbourg";;"67000";"France"
10560;"FRANK";8;7/7/1995 00:00:00;4/8/1995 00:00:00;10/7/1995 00:00:00;1;183;"Frankenversand";"Berliner Platz 43";"München";;"80805";"Allemagne"
10561;"FOLKO";2;7/7/1995 00:00:00;4/8/1995 00:00:00;10/7/1995 00:00:00;2;1211;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suède"
10562;"REGGC";1;10/7/1995 00:00:00;7/8/1995 00:00:00;13/7/1995 00:00:00;1;115;"Reggiani Caseifici";"Strada Provinciale 124";"Reggio Emilia";;"42100";"Italie"
10563;"RICAR";2;11/7/1995 00:00:00;22/8/1995 00:00:00;25/7/1995 00:00:00;2;302;"Ricardo Adocicados";"Av. Copacabana, 267";"Rio de Janeiro";"RJ";"02389-890";"Brésil"
10564;"RATTC";4;11/7/1995 00:00:00;8/8/1995 00:00:00;17/7/1995 00:00:00;1;69;"Rattlesnake Canyon Grocery";"2817 Milton Dr.";"Albuquerque";"NM";"87110";"Etats-Unis"
10565;"MEREP";8;12/7/1995 00:00:00;9/8/1995 00:00:00;19/7/1995 00:00:00;2;36;"Mère Paillarde";"43 rue St. Laurent";"Montréal";"Québec";"H1J 1C3";"Canada"
10566;"BLONP";9;13/7/1995 00:00:00;10/8/1995 00:00:00;19/7/1995 00:00:00;1;442;"Blondel père et fils";"24, place Kléber";"Strasbourg";;"67000";"France"
10567;"HUNGO";1;13/7/1995 00:00:00;10/8/1995 00:00:00;18/7/1995 00:00:00;1;170;"Hungry Owl All-Night Grocers";"8 Johnstown Road";"Cork";"Co. Cork";;"Irlande"
10568;"GALED";3;14/7/1995 00:00:00;11/8/1995 00:00:00;9/8/1995 00:00:00;1;33;"Galería del gastronómo";"Rambla de Cataluña, 23";"Barcelona";;"8022";"Espagne"
10569;"RATTC";5;17/7/1995 00:00:00;14/8/1995 00:00:00;11/8/1995 00:00:00;1;295;"Rattlesnake Canyon Grocery";"2817 Milton Dr.";"Albuquerque";"NM";"87110";"Etats-Unis"
10570;"MEREP";3;18/7/1995 00:00:00;15/8/1995 00:00:00;20/7/1995 00:00:00;1;945;"Mère Paillarde";"43 rue St. Laurent";"Montréal";"Québec";"H1J 1C3";"Canada"
10571;"ERNSH";8;18/7/1995 00:00:00;29/8/1995 00:00:00;4/8/1995 00:00:00;1;130;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
10572;"BERGS";3;19/7/1995 00:00:00;16/8/1995 00:00:00;26/7/1995 00:00:00;2;582;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suède"
10573;"ANTON";7;20/7/1995 00:00:00;17/8/1995 00:00:00;21/7/1995 00:00:00;1;424;"Antonio Moreno Taquería";"Mataderos  2312";"México D.F.";;"05023";"Mexique"
10574;"TRAIH";4;20/7/1995 00:00:00;17/8/1995 00:00:00;31/7/1995 00:00:00;2;188;"Trail's Head Gourmet Provisioners";"722 DaVinci Blvd.";"Kirkland";"WA";"98034";"Etats-Unis"
10575;"MORGK";5;21/7/1995 00:00:00;4/8/1995 00:00:00;31/7/1995 00:00:00;1;637;"Morgenstern Gesundkost";"Heerstr. 22";"Leipzig";;"04179";"Allemagne"
10576;"TORTU";3;24/7/1995 00:00:00;7/8/1995 00:00:00;31/7/1995 00:00:00;1;93;"Tortuga Restaurante";"Avda. Azteca 123";"México D.F.";;"05033";"Mexique"
10577;"TRAIH";9;24/7/1995 00:00:00;4/9/1995 00:00:00;31/7/1995 00:00:00;2;127;"Trail's Head Gourmet Provisioners";"722 DaVinci Blvd.";"Kirkland";"WA";"98034";"Etats-Unis"
10578;"BSBEV";4;25/7/1995 00:00:00;22/8/1995 00:00:00;25/8/1995 00:00:00;1;148;"B's Beverages";"Fauntleroy Circus";"London";;"EC2 5NT";"Royaume-Uni"
10579;"LETSS";1;26/7/1995 00:00:00;23/8/1995 00:00:00;4/8/1995 00:00:00;2;69;"Let's Stop N Shop";"87 Polk St.
Suite 5";"San Francisco";"CA";"94117";"Etats-Unis"
10580;"OTTIK";4;27/7/1995 00:00:00;24/8/1995 00:00:00;1/8/1995 00:00:00;1;379;"Ottilies Käseladen";"Mehrheimerstr. 369";"Köln";;"50739";"Allemagne"
10581;"FAMIA";3;27/7/1995 00:00:00;24/8/1995 00:00:00;2/8/1995 00:00:00;1;15;"Familia Arquibaldo";"Rua Orós, 92";"São Paulo";"SP";"05442-030";"Brésil"
10582;"BLAUS";3;28/7/1995 00:00:00;25/8/1995 00:00:00;14/8/1995 00:00:00;2;139;"Blauer See Delikatessen";"Forsterstr. 57";"Mannheim";;"68306";"Allemagne"
10583;"WARTH";2;31/7/1995 00:00:00;28/8/1995 00:00:00;4/8/1995 00:00:00;2;36;"Wartian Herkku";"Torikatu 38";"Oulu";;"90110";"Finlande"
10584;"BLONP";4;31/7/1995 00:00:00;28/8/1995 00:00:00;4/8/1995 00:00:00;1;296;"Blondel père et fils";"24, place Kléber";"Strasbourg";;"67000";"France"
10585;"WELLI";7;1/8/1995 00:00:00;29/8/1995 00:00:00;10/8/1995 00:00:00;1;67;"Wellington Importadora";"Rua do Mercado, 12";"Resende";"SP";"08737-363";"Brésil"
10586;"REGGC";9;2/8/1995 00:00:00;30/8/1995 00:00:00;9/8/1995 00:00:00;1;2;"Reggiani Caseifici";"Strada Provinciale 124";"Reggio Emilia";;"42100";"Italie"
10587;"QUEDE";1;2/8/1995 00:00:00;30/8/1995 00:00:00;9/8/1995 00:00:00;1;313;"Que Delícia";"Rua da Panificadora, 12";"Rio de Janeiro";"RJ";"02389-673";"Brésil"
10588;"QUICK";2;3/8/1995 00:00:00;31/8/1995 00:00:00;10/8/1995 00:00:00;1;973;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10589;"GREAL";8;4/8/1995 00:00:00;1/9/1995 00:00:00;14/8/1995 00:00:00;2;22;"Great Lakes Food Market";"2732 Baker Blvd.";"Eugene";"OR";"97403";"Etats-Unis"
10590;"MEREP";4;7/8/1995 00:00:00;4/9/1995 00:00:00;14/8/1995 00:00:00;1;224;"Mère Paillarde";"43 rue St. Laurent";"Montréal";"Québec";"H1J 1C3";"Canada"
10591;"VAFFE";1;7/8/1995 00:00:00;21/8/1995 00:00:00;16/8/1995 00:00:00;1;280;"Vaffeljernet";"Smagsløget 45";"Århus";;"8200";"Danemark"
10592;"LEHMS";3;8/8/1995 00:00:00;5/9/1995 00:00:00;16/8/1995 00:00:00;1;160;"Lehmanns Marktstand";"Magazinweg 7";"Frankfurt a.M. ";;"60528";"Allemagne"
10593;"LEHMS";7;9/8/1995 00:00:00;6/9/1995 00:00:00;13/9/1995 00:00:00;2;871;"Lehmanns Marktstand";"Magazinweg 7";"Frankfurt a.M. ";;"60528";"Allemagne"
10594;"OLDWO";3;9/8/1995 00:00:00;6/9/1995 00:00:00;16/8/1995 00:00:00;2;26;"Old World Delicatessen";"2743 Bering St.";"Anchorage";"AK";"99508";"Etats-Unis"
10595;"ERNSH";2;10/8/1995 00:00:00;7/9/1995 00:00:00;14/8/1995 00:00:00;1;484;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
10596;"WHITC";8;11/8/1995 00:00:00;8/9/1995 00:00:00;12/9/1995 00:00:00;1;82;"White Clover Markets";"1029 - 12th Ave. S.";"Seattle";"WA";"98124";"Etats-Unis"
10597;"PICCO";7;11/8/1995 00:00:00;8/9/1995 00:00:00;18/8/1995 00:00:00;1;176;"Piccolo und mehr";"Geislweg 14";"Salzburg";;"5020";"Autriche"
10598;"RATTC";1;14/8/1995 00:00:00;11/9/1995 00:00:00;18/8/1995 00:00:00;1;222;"Rattlesnake Canyon Grocery";"2817 Milton Dr.";"Albuquerque";"NM";"87110";"Etats-Unis"
10599;"BSBEV";6;15/8/1995 00:00:00;26/9/1995 00:00:00;21/8/1995 00:00:00;1;150;"B's Beverages";"Fauntleroy Circus";"London";;"EC2 5NT";"Royaume-Uni"
10600;"HUNGC";4;16/8/1995 00:00:00;13/9/1995 00:00:00;21/8/1995 00:00:00;1;226;"Hungry Coyote Import Store";"City Center Plaza
516 Main St.";"Elgin";"OR";"97827";"Etats-Unis"
10601;"HILAA";7;16/8/1995 00:00:00;27/9/1995 00:00:00;22/8/1995 00:00:00;1;292;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10602;"VAFFE";8;17/8/1995 00:00:00;14/9/1995 00:00:00;22/8/1995 00:00:00;2;15;"Vaffeljernet";"Smagsløget 45";"Århus";;"8200";"Danemark"
10603;"SAVEA";8;18/8/1995 00:00:00;15/9/1995 00:00:00;8/9/1995 00:00:00;2;244;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10604;"FURIB";1;18/8/1995 00:00:00;15/9/1995 00:00:00;29/8/1995 00:00:00;1;37;"Furia Bacalhau e Frutos do Mar";"Jardim das rosas n. 32";"Lisboa";;"1675";"Portugal"
10605;"MEREP";1;21/8/1995 00:00:00;18/9/1995 00:00:00;29/8/1995 00:00:00;2;1896;"Mère Paillarde";"43 rue St. Laurent";"Montréal";"Québec";"H1J 1C3";"Canada"
10606;"TRADH";4;22/8/1995 00:00:00;19/9/1995 00:00:00;31/8/1995 00:00:00;1;397;"Tradição Hipermercados";"Av. Inês de Castro, 414";"São Paulo";"SP";"05634-030";"Brésil"
10607;"SAVEA";5;22/8/1995 00:00:00;19/9/1995 00:00:00;25/8/1995 00:00:00;1;1001;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10608;"TOMSP";4;23/8/1995 00:00:00;20/9/1995 00:00:00;1/9/1995 00:00:00;2;139;"Toms Spezialitäten";"Luisenstr. 48";"Münster";;"44087";"Allemagne"
10609;"DUMON";7;24/8/1995 00:00:00;21/9/1995 00:00:00;30/8/1995 00:00:00;2;9;"Du monde entier";"67, rue des Cinquante Otages";"Nantes";;"44000";"France"
10610;"LAMAI";8;25/8/1995 00:00:00;22/9/1995 00:00:00;6/9/1995 00:00:00;1;134;"La maison d'Asie";"1 rue Alsace-Lorraine";"Toulouse";;"31000";"France"
10611;"WOLZA";6;25/8/1995 00:00:00;22/9/1995 00:00:00;1/9/1995 00:00:00;2;403;"Wolski Zajazd";"ul. Filtrowa 68";"Warszawa";;"01-012";"Pologne"
10612;"SAVEA";1;28/8/1995 00:00:00;25/9/1995 00:00:00;1/9/1995 00:00:00;2;2720;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10613;"HILAA";4;29/8/1995 00:00:00;26/9/1995 00:00:00;1/9/1995 00:00:00;2;41;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10614;"BLAUS";8;29/8/1995 00:00:00;26/9/1995 00:00:00;1/9/1995 00:00:00;1;10;"Blauer See Delikatessen";"Forsterstr. 57";"Mannheim";;"68306";"Allemagne"
10615;"WILMK";2;30/8/1995 00:00:00;27/9/1995 00:00:00;6/9/1995 00:00:00;1;4;"Wilman Kala";"Keskuskatu 45";"Helsinki";;"21240";"Finlande"
10616;"GREAL";1;31/8/1995 00:00:00;28/9/1995 00:00:00;5/9/1995 00:00:00;2;583;"Great Lakes Food Market";"2732 Baker Blvd.";"Eugene";"OR";"97403";"Etats-Unis"
10617;"GREAL";4;31/8/1995 00:00:00;28/9/1995 00:00:00;4/9/1995 00:00:00;2;93;"Great Lakes Food Market";"2732 Baker Blvd.";"Eugene";"OR";"97403";"Etats-Unis"
10618;"MEREP";1;1/9/1995 00:00:00;13/10/1995 00:00:00;8/9/1995 00:00:00;1;773;"Mère Paillarde";"43 rue St. Laurent";"Montréal";"Québec";"H1J 1C3";"Canada"
10619;"MEREP";3;4/9/1995 00:00:00;2/10/1995 00:00:00;7/9/1995 00:00:00;1;455;"Mère Paillarde";"43 rue St. Laurent";"Montréal";"Québec";"H1J 1C3";"Canada"
10620;"LAUGB";2;5/9/1995 00:00:00;3/10/1995 00:00:00;14/9/1995 00:00:00;1;5;"Laughing Bacchus Wine Cellars";"2319 Elm St.";"Vancouver";"BC";"V3F 2K1";"Canada"
10621;"ISLAT";4;5/9/1995 00:00:00;3/10/1995 00:00:00;11/9/1995 00:00:00;2;119;"Island Trading";"Garden House
Crowther Way";"Cowes";"Isle of Wigth";"PO31 7PJ";"Royaume-Uni"
10622;"RICAR";4;6/9/1995 00:00:00;4/10/1995 00:00:00;11/9/1995 00:00:00;1;255;"Ricardo Adocicados";"Av. Copacabana, 267";"Rio de Janeiro";"RJ";"02389-890";"Brésil"
10623;"FRANK";8;7/9/1995 00:00:00;5/10/1995 00:00:00;12/9/1995 00:00:00;2;486;"Frankenversand";"Berliner Platz 43";"München";;"80805";"Allemagne"
10624;"THECR";4;7/9/1995 00:00:00;5/10/1995 00:00:00;19/9/1995 00:00:00;2;474;"The Cracker Box";"55 Grizzly Peak Rd.";"Butte";"MT";"59801";"Etats-Unis"
10625;"ANATR";3;8/9/1995 00:00:00;6/10/1995 00:00:00;14/9/1995 00:00:00;1;220;"Ana Trujillo Emparedados y helados";"Avda. de la Constitución 2222";"México D.F.";;"05021";"Mexique"
10626;"BERGS";1;11/9/1995 00:00:00;9/10/1995 00:00:00;20/9/1995 00:00:00;2;693;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suède"
10627;"SAVEA";8;11/9/1995 00:00:00;23/10/1995 00:00:00;21/9/1995 00:00:00;1;537;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10628;"BLONP";4;12/9/1995 00:00:00;10/10/1995 00:00:00;20/9/1995 00:00:00;1;152;"Blondel père et fils";"24, place Kléber";"Strasbourg";;"67000";"France"
10629;"GODOS";4;12/9/1995 00:00:00;10/10/1995 00:00:00;20/9/1995 00:00:00;1;427;"Godos Cocina Típica";"C/ Romero, 33";"Sevilla";;"41101";"Espagne"
10630;"KOENE";1;13/9/1995 00:00:00;11/10/1995 00:00:00;19/9/1995 00:00:00;2;162;"Königlich Essen";"Maubelstr. 90";"Brandenburg";;"14776";"Allemagne"
10631;"LAMAI";8;14/9/1995 00:00:00;12/10/1995 00:00:00;15/9/1995 00:00:00;1;4;"La maison d'Asie";"1 rue Alsace-Lorraine";"Toulouse";;"31000";"France"
10632;"WANDK";8;14/9/1995 00:00:00;12/10/1995 00:00:00;19/9/1995 00:00:00;1;207;"Die Wandernde Kuh";"Adenauerallee 900";"Stuttgart";;"70563";"Allemagne"
10633;"ERNSH";7;15/9/1995 00:00:00;13/10/1995 00:00:00;18/9/1995 00:00:00;1;2390;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
10634;"FOLIG";4;15/9/1995 00:00:00;13/10/1995 00:00:00;21/9/1995 00:00:00;1;2437;"Folies gourmandes";"184, chaussée de Tournai";"Lille";;"59000";"France"
10635;"MAGAA";8;18/9/1995 00:00:00;16/10/1995 00:00:00;21/9/1995 00:00:00;1;237;"Magazzini Alimentari Riuniti";"Via Ludovico il Moro 22";"Bergamo";;"24100";"Italie"
10636;"WARTH";4;19/9/1995 00:00:00;17/10/1995 00:00:00;26/9/1995 00:00:00;1;6;"Wartian Herkku";"Torikatu 38";"Oulu";;"90110";"Finlande"
10637;"QUEEN";6;19/9/1995 00:00:00;17/10/1995 00:00:00;26/9/1995 00:00:00;1;1006;"Queen Cozinha";"Alameda dos Canàrios, 891";"São Paulo";"SP";"05487-020";"Brésil"
10638;"LINOD";3;20/9/1995 00:00:00;18/10/1995 00:00:00;2/10/1995 00:00:00;1;792;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
10639;"SANTG";7;20/9/1995 00:00:00;18/10/1995 00:00:00;27/9/1995 00:00:00;1;193;"Santé Gourmet";"Erling Skakkes gate 78";"Stavern";;"4110";"Norvège"
10640;"WANDK";4;21/9/1995 00:00:00;19/10/1995 00:00:00;28/9/1995 00:00:00;1;118;"Die Wandernde Kuh";"Adenauerallee 900";"Stuttgart";;"70563";"Allemagne"
10641;"HILAA";4;22/9/1995 00:00:00;20/10/1995 00:00:00;26/9/1995 00:00:00;2;898;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10642;"SIMOB";7;22/9/1995 00:00:00;20/10/1995 00:00:00;6/10/1995 00:00:00;1;209;"Simons bistro";"Vinbæltet 34";"København";;"1734";"Danemark"
10643;"AROUT";6;25/9/1995 00:00:00;23/10/1995 00:00:00;3/10/1995 00:00:00;1;147;"Around the Horn";"120 Hanover Sq.";"London";;"WA1 1DP";"Royaume-Uni"
10644;"WELLI";3;25/9/1995 00:00:00;23/10/1995 00:00:00;2/10/1995 00:00:00;2;1;"Wellington Importadora";"Rua do Mercado, 12";"Resende";"SP";"08737-363";"Brésil"
10645;"HANAR";4;26/9/1995 00:00:00;24/10/1995 00:00:00;3/10/1995 00:00:00;1;62;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brésil"
10646;"HUNGO";9;27/9/1995 00:00:00;8/11/1995 00:00:00;4/10/1995 00:00:00;1;712;"Hungry Owl All-Night Grocers";"8 Johnstown Road";"Cork";"Co. Cork";;"Irlande"
10647;"QUEDE";4;27/9/1995 00:00:00;11/10/1995 00:00:00;4/10/1995 00:00:00;2;228;"Que Delícia";"Rua da Panificadora, 12";"Rio de Janeiro";"RJ";"02389-673";"Brésil"
10648;"RICAR";5;28/9/1995 00:00:00;9/11/1995 00:00:00;10/10/1995 00:00:00;2;71;"Ricardo Adocicados";"Av. Copacabana, 267";"Rio de Janeiro";"RJ";"02389-890";"Brésil"
10649;"MAISD";5;28/9/1995 00:00:00;26/10/1995 00:00:00;29/9/1995 00:00:00;1;31;"Maison Dewey";"Rue Joseph-Bens 532";"Bruxelles";;"B-1180";"Belgique"
10650;"FAMIA";5;29/9/1995 00:00:00;27/10/1995 00:00:00;4/10/1995 00:00:00;1;884;"Familia Arquibaldo";"Rua Orós, 92";"São Paulo";"SP";"05442-030";"Brésil"
10651;"WANDK";8;2/10/1995 00:00:00;30/10/1995 00:00:00;12/10/1995 00:00:00;2;103;"Die Wandernde Kuh";"Adenauerallee 900";"Stuttgart";;"70563";"Allemagne"
10652;"GOURL";4;2/10/1995 00:00:00;30/10/1995 00:00:00;9/10/1995 00:00:00;2;36;"Gourmet Lanchonetes";"Av. Brasil, 442";"Campinas";"SP";"04876-786";"Brésil"
10653;"FRANK";1;3/10/1995 00:00:00;31/10/1995 00:00:00;20/10/1995 00:00:00;1;466;"Frankenversand";"Berliner Platz 43";"München";;"80805";"Allemagne"
10654;"BERGS";5;3/10/1995 00:00:00;31/10/1995 00:00:00;12/10/1995 00:00:00;1;276;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suède"
10655;"REGGC";1;4/10/1995 00:00:00;1/11/1995 00:00:00;12/10/1995 00:00:00;2;22;"Reggiani Caseifici";"Strada Provinciale 124";"Reggio Emilia";;"42100";"Italie"
10656;"GREAL";6;5/10/1995 00:00:00;2/11/1995 00:00:00;11/10/1995 00:00:00;1;286;"Great Lakes Food Market";"2732 Baker Blvd.";"Eugene";"OR";"97403";"Etats-Unis"
10657;"SAVEA";2;5/10/1995 00:00:00;2/11/1995 00:00:00;16/10/1995 00:00:00;2;1763;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10658;"QUICK";4;6/10/1995 00:00:00;3/11/1995 00:00:00;9/10/1995 00:00:00;1;1821;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10659;"QUEEN";7;6/10/1995 00:00:00;3/11/1995 00:00:00;11/10/1995 00:00:00;2;529;"Queen Cozinha";"Alameda dos Canàrios, 891";"São Paulo";"SP";"05487-020";"Brésil"
